,Title,Organization,Skills,Ratings,Review counts,Metadata
201,Medical Billing and Coding Fundamentals,MedCerts," Communication, Critical Thinking, Leadership and Management",4.8,4.8(254 reviews),Beginner · Specialization · 3 - 6 Months
202,Data Analysis with R Programming,Google," R Programming, Data Analysis, Computer Programming, Data Visualization, SQL",4.8,4.8(9K reviews),Beginner · Course · 1 - 3 Months
203,"Product Ideation, Design, and Management","University of Maryland, College Park"," Leadership and Management, Design and Product, Strategy and Operations, Product Management, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation",4.5,4.5(492 reviews),Beginner · Specialization · 3 - 6 Months
204,Global Procurement and Sourcing,Rutgers the State University of New Jersey," Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management",4.7,4.7(1.9K reviews),Beginner · Specialization · 3 - 6 Months
205,Sound the Alarm: Detection and Response,Google," Linux, Network Security, Computer Security Incident Management, Leadership and Management",4.8,4.8(946 reviews),Beginner · Course · 1 - 4 Weeks
206,Excel Basics for Data Analysis,IBM," Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science",4.8,4.8(6.9K reviews),Beginner · Course · 1 - 3 Months
207,Introduction to Calculus,The University of Sydney," Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Linear Algebra",4.8,4.8(3.5K reviews),Intermediate · Course · 1 - 3 Months
208,MATLAB Programming for Engineers and Scientists,Vanderbilt University," Computer Programming, Other Programming Languages, Matlab, Data Analysis, Algorithms, Theoretical Computer Science, Data Visualization, Mathematics, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics, Statistical Machine Learning, General Statistics, Problem Solving, Programming Principles",4.8,4.8(18K reviews),Beginner · Specialization · 3 - 6 Months
209,Medical Terminology,Rice University," Human Learning, Communication",4.9,4.9(423 reviews),Beginner · Specialization · 3 - 6 Months
210,System Administration and IT Infrastructure Services,Google," Cloud Computing, Leadership and Management",4.7,4.7(24K reviews),Beginner · Course · 1 - 3 Months
211,Capstone: Applying Project Management in the Real World,Google," Communication, Leadership and Management, Planning, Problem Solving, Project Management",4.8,4.8(7.2K reviews),Beginner · Course · 1 - 4 Weeks
212,Private Equity and Venture Capital,Università Bocconi," Business Analysis, Entrepreneurial Finance, Finance, Financial Management, Investment Management, Mergers & Acquisitions, Entrepreneurship, Decision Making, Financial Analysis, Strategy",4.8,4.8(7.9K reviews),Mixed · Course · 1 - 3 Months
213,Management Consulting,Emory University," Leadership and Management, Business Communication, Critical Thinking, Problem Solving, Decision Making, Strategy, Business Development, Business Intelligence, Communication, Market Research, Data Analysis, People Analysis, People Management, Process Analysis, Project Management, Strategy and Operations, Data Management",4.8,4.8(619 reviews),Beginner · Specialization · 3 - 6 Months
214,Share Data Through the Art of Visualization,Google," Business Communication, Data Analysis, Data Visualization, Data Visualization Software, Tableau Software",4.6,4.6(8K reviews),Beginner · Course · 1 - 4 Weeks
215,Financial Engineering and Risk Management,Columbia University," Finance, Risk Management, Probability & Statistics, Leadership and Management, Mathematics, Investment Management, Securities Sales, Securities Trading, Computer Programming",4.5,4.5(217 reviews),Intermediate · Specialization · 3 - 6 Months
216,Project Management,University of Colorado Boulder," Leadership and Management, Project Management, Planning, Strategy and Operations, Product Management, Agile Software Development, People Management, Strategy, Scrum (Software Development), Performance Management, Risk Management, Business Process Management, Business Communication, Decision Making, Adaptability, Organizational Development, Data Analysis, Estimation, Budget Management",4.8,4.8(506 reviews),Beginner · Specialization · 1 - 3 Months
217,Management of Fashion and Luxury Companies,Università Bocconi," Brand Management, Leadership and Management, Marketing, Retail Sales, Strategy, Communication, Digital Marketing, E-Commerce, Marketing Management, Retail Store Operations",4.7,4.7(5.6K reviews),Mixed · Course · 1 - 3 Months
218,Automate Cybersecurity Tasks with Python,Google," Python Programming, Algorithms, Computer Programming",4.8,4.8(918 reviews),Beginner · Course · 1 - 4 Weeks
219,Microsoft Azure Fundamentals AZ-900 Exam Prep,Microsoft," Cloud Computing, Microsoft Azure, Cloud Management, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Network Security, Cloud Engineering, Cloud Standards, DevOps, Leadership and Management, System Security, Cloud Storage, Machine Learning, Software As A Service, Cloud-Based Integration, Software Security, Data Management, Product Lifecycle, Security Software, Databases",4.6,4.6(2.4K reviews),Beginner · Specialization · 3 - 6 Months
220,Build Wireframes and Low-Fidelity Prototypes,Google," Product Design, User Experience, User Research",4.9,4.9(7.9K reviews),Beginner · Course · 1 - 4 Weeks
221,Databases and SQL for Data Science with Python,IBM," Python Programming, Computer Programming, Data Analysis, Data Management, Data Structures, Database Administration, Database Application, Database Theory, Databases, SQL, Cloud Computing, IBM Cloud",4.6,4.6(19K reviews),Beginner · Course · 1 - 3 Months
222,The Business of Music Production,Berklee," Creativity, Critical Thinking, Regulations and Compliance, Problem Solving, Process Analysis, Writing, Decision Making, Business Analysis, Deep Learning, Strategy, Leadership and Management",4.8,4.8(5K reviews),Beginner · Specialization · 3 - 6 Months
223,Practical Data Science on the AWS Cloud,Multiple educators," Amazon Web Services, Exploratory Data Analysis",4.5,4.5(533 reviews),Advanced · Specialization · 1 - 3 Months
224,Java Programming and Software Engineering Fundamentals,Duke University," Computer Programming, Java Programming, Programming Principles, Algorithms, Problem Solving, Data Structures, Software Engineering, Computer Programming Tools, Critical Thinking, Computational Thinking, Data Analysis, Javascript, Software Testing, Front-End Web Development, HTML and CSS, Web Design, Web Development, Web Development Tools, Computer Graphic Techniques, Software Architecture, Data Model, Cryptography, Data Management, Small Data",4.6,4.6(22K reviews),Beginner · Specialization · 3 - 6 Months
225,Google Professional Workspace Administrator,Google Cloud," Leadership and Management, Account Management, Google Cloud Platform, Cloud Management, System Security, Cloud Applications, Cloud Platforms, Security Engineering, Operations Management, Software Security, Network Security, Cloud Computing, Data Management, Security Strategy, Cloud Infrastructure, Organizational Development, Other Cloud Platforms and Tools, Change Management, Cloud-Based Integration, Database Administration, Collaboration, Software As A Service, Strategy and Operations, Computer Security Incident Management, Planning, Strategy, Security Software, Project Management, Accounting",4.7,4.7(2.9K reviews),Beginner · Professional Certificate · 1 - 4 Weeks
226,Scrum Master Certification,LearnQuest," Agile Software Development, Scrum (Software Development), Project Management, Software Engineering, Continuous Delivery, Product Development, Continuous Integration, Leadership and Management, Product Management, Collaboration, Software Testing, Strategy, Application Development, DevOps, Product Lifecycle, Planning, Software Engineering Tools, System Software, Devops Tools, Performance Management, Risk Management",4.7,4.7(2.6K reviews),Beginner · Specialization · 3 - 6 Months
227,The Strategy of Content Marketing,"University of California, Davis"," Digital Marketing, Marketing, Writing, Strategy",4.5,4.5(4.3K reviews),Intermediate · Course · 1 - 3 Months
228,Introduction to Front-End Development,Meta," HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools",4.8,4.8(9.5K reviews),Beginner · Course · 1 - 4 Weeks
229,Six Sigma Black Belt,University System of Georgia," Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Problem Solving, Probability Distribution, Statistical Visualization, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Customer Analysis, Marketing, Sales, Conflict Management, Customer Success, Experiment",4.6,4.6(475 reviews),Intermediate · Specialization · 3 - 6 Months
230,Introduction to Cybersecurity Tools & Cyber Attacks,IBM," Cryptography, Security Software, Cyberattacks, Leadership and Management",4.6,4.6(15K reviews),Beginner · Course · 1 - 4 Weeks
231,Financial Management,University of Illinois at Urbana-Champaign," Financial Management, Finance, Financial Analysis, Financial Accounting, Leadership and Management, Accounting, Investment Management, Risk Management, Cash Management, Accounts Payable and Receivable, General Accounting, Management Accounting, Account Management, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Cost Accounting, Decision Making, Market Analysis, Securities Trading, Strategy, Correlation And Dependence, Taxes, Mergers & Acquisitions",4.7,4.7(6.5K reviews),Intermediate · Specialization · 3 - 6 Months
